Label,verbs,articles,nouns,pronouns,adjectives,prepositions,particles,conjunctions,unknowns,adverbs,propers,interjections
B3182,0.1538461538,0.1538461538,0.0769230769,0.0769230769,0.1923076923,0.0384615385,0.0769230769,0.0769230769,0.1153846154,0.0384615385,0,0
B3183,0.16,0.12,0.28,0.04,0.16,0.08,0.08,0.04,0,0.04,0,0
B3184,0.1578947368,0.1578947368,0.1578947368,0,0.1578947368,0.052631579,0.1052631579,0.052631579,0,0.1052631579,0.052631579,0
B3185,0.1428571429,0.1428571429,0.1428571429,0,0.2857142857,0,0.1428571429,0.1428571429,0,0,0,0
B3186,0.1666666667,0,0.1666666667,0.0833333333,0.1666666667,0.1666666667,0.0833333333,0,0.1666666667,0,0,0
B3187,0.1875,0.125,0.1875,0.0625,0.1875,0.0625,0.125,0.0625,0,0,0,0
B3188,0.6666666667,0,0,0,0,0,0.3333333333,0,0,0,0,0
B3189,0.3,0.05,0.05,0.15,0.1,0.05,0.1,0.1,0.05,0.05,0,0
B3190,0.2,0.2,0,0,0.2,0,0.2,0,0.2,0,0,0
B3191,0.2903225806,0.1612903226,0.1935483871,0.0322580645,0.0967741936,0.0322580645,0.1290322581,0.0322580645,0,0,0.0322580645,0
B3192,0.1923076923,0.1153846154,0.0769230769,0.1538461538,0.0769230769,0.0384615385,0.1538461538,0.0769230769,0.1153846154,0,0,0
B3193,0.2,0.2,0.0666666667,0.0666666667,0.1333333333,0.0666666667,0.2,0,0.0666666667,0,0,0
B3194,0.1515151515,0.1818181818,0.1515151515,0.0303030303,0.2121212121,0.1212121212,0.0303030303,0.0606060606,0,0.0303030303,0.0303030303,0
B3195,0.2857142857,0.0714285714,0.1428571429,0.0714285714,0.0714285714,0.0714285714,0.1428571429,0,0,0.1428571429,0,0
B3196,0.2307692308,0.2307692308,0.0769230769,0,0.2307692308,0,0.0769230769,0.0769230769,0,0.0769230769,0,0
B3197,0.1818181818,0.1363636364,0.1818181818,0.0909090909,0.0454545455,0.0909090909,0.1363636364,0.0454545455,0,0.0909090909,0,0
B3198,0.35,0.15,0.05,0.1,0.05,0.1,0,0.1,0.05,0,0.05,0
B3199,0.15,0.2,0.1,0,0.25,0.1,0.1,0.05,0,0.05,0,0
B3200,0.2857142857,0.0714285714,0.1428571429,0,0.1428571429,0.0714285714,0,0.1428571429,0,0.0714285714,0.0714285714,0
B3201,0.1875,0.125,0.125,0,0.1875,0,0.125,0.125,0.0625,0.0625,0,0
B3202,0.2,0.12,0.12,0.12,0.12,0.08,0.08,0,0.04,0.08,0.04,0
B3203,0.2045454545,0.2045454545,0.1818181818,0,0.0681818182,0.0909090909,0.0909090909,0.0909090909,0,0.0454545455,0.0227272727,0
B3204,0.2,0.2,0.2,0,0.0666666667,0.2,0.0666666667,0,0.0666666667,0,0,0
B3205,0.2352941176,0.1764705882,0.1176470588,0,0.2352941176,0.0588235294,0.0588235294,0.0588235294,0,0.0588235294,0,0
B3206,0.2307692308,0.2307692308,0,0,0.2307692308,0.1538461538,0.0769230769,0,0.0769230769,0,0,0
B3207,0.2272727273,0.0454545455,0.1363636364,0.0454545455,0.1818181818,0.0454545455,0.1363636364,0.0909090909,0,0.0909090909,0,0
B3208,0.2307692308,0.2307692308,0.1538461538,0,0.0769230769,0,0.0769230769,0.0769230769,0,0.0769230769,0.0769230769,0
B3209,0.1428571429,0,0.2857142857,0.1428571429,0.1428571429,0.1428571429,0.1428571429,0,0,0,0,0
B3210,0.1739130435,0.0869565217,0.1304347826,0.1739130435,0.0869565217,0.0869565217,0.1304347826,0.0434782609,0.0434782609,0.0434782609,0,0
B3211,0.2777777778,0.2222222222,0.0555555556,0.0555555556,0.1666666667,0.0555555556,0.0555555556,0,0,0.1111111111,0,0
B3212,0.3846153846,0,0.0769230769,0.1538461538,0,0,0.2307692308,0.0769230769,0.0769230769,0,0,0
B3213,0.1333333333,0.2666666667,0.2,0.0666666667,0.1333333333,0.1333333333,0.0666666667,0,0,0,0,0
B3214,0.1764705882,0.1764705882,0.2352941176,0.0588235294,0.0588235294,0.0588235294,0.1176470588,0.0588235294,0,0.0588235294,0,0
B3215,0.1428571429,0.1428571429,0,0.1428571429,0.2857142857,0.1428571429,0.1428571429,0,0,0,0,0
B3216,0.2307692308,0.2307692308,0.1538461538,0.0769230769,0.0769230769,0.0769230769,0.0769230769,0,0.0769230769,0,0,0
B3217,0.2307692308,0.0769230769,0,0.1538461538,0.1538461538,0.1538461538,0.2307692308,0,0,0,0,0
B3218,0.1666666667,0,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0,0,0,0,0
B3219,0.1052631579,0.1578947368,0.2105263158,0.1578947368,0.052631579,0,0.1052631579,0,0.052631579,0,0.1578947368,0
B3220,0.2222222222,0.2222222222,0.2222222222,0,0,0.1111111111,0.1111111111,0,0.1111111111,0,0,0
B3221,0.2307692308,0.0769230769,0,0,0.2307692308,0.0769230769,0.2307692308,0,0,0.1538461538,0,0
B3222,0.1176470588,0.0588235294,0.1764705882,0,0.2352941176,0,0.0588235294,0.1176470588,0.0588235294,0.0588235294,0.1176470588,0
B3223,0.15,0.15,0.125,0.075,0.2,0.025,0.1,0.075,0.05,0.05,0,0
B3224,0.1891891892,0.1081081081,0.2162162162,0.0540540541,0.1621621622,0.0540540541,0.1081081081,0.0540540541,0,0.027027027,0.027027027,0
B3225,0.1666666667,0.1666666667,0.125,0.0833333333,0.125,0.2083333333,0,0.0416666667,0.0833333333,0,0,0
B3226,0.1176470588,0.0588235294,0.1176470588,0.0588235294,0.1176470588,0.1764705882,0.1764705882,0,0.1176470588,0,0.0588235294,0
B3227,0.1515151515,0.1515151515,0.1212121212,0.0909090909,0.1515151515,0.1212121212,0.0909090909,0.0606060606,0.0303030303,0.0303030303,0,0
B3228,0.1935483871,0.1612903226,0.064516129,0.064516129,0.1612903226,0.0967741936,0.1290322581,0.0322580645,0.0322580645,0.064516129,0,0
B3229,0.1875,0.125,0.1875,0.0625,0.0625,0.0625,0.1875,0.0625,0,0.0625,0,0
B3230,0.0769230769,0.2307692308,0.3076923077,0,0.0769230769,0,0.0769230769,0.1538461538,0,0.0769230769,0,0
B3231,0.1111111111,0.2222222222,0.1111111111,0,0.2222222222,0,0.1111111111,0.1111111111,0,0.1111111111,0,0
B3232,0.2173913043,0.152173913,0.1304347826,0.0217391304,0.1304347826,0.0652173913,0.0869565217,0.0434782609,0.0217391304,0.1086956522,0.0217391304,0
B3233,0.2413793103,0.1206896552,0.1379310345,0.1034482759,0.1896551724,0.0689655172,0.0517241379,0.0344827586,0.0344827586,0.0172413793,0,0
B3234,0.0833333333,0.1666666667,0.25,0,0.0833333333,0.0833333333,0.1666666667,0,0,0.1666666667,0,0
B3235,0.2121212121,0.0909090909,0.1818181818,0.0909090909,0.1212121212,0,0.0303030303,0.0909090909,0.0606060606,0.1212121212,0,0
B3236,0.1764705882,0.1176470588,0.0588235294,0.1176470588,0.1176470588,0.1176470588,0.1176470588,0,0,0.1764705882,0,0
B3237,0.1538461538,0.1923076923,0.1153846154,0.0769230769,0.1538461538,0.0769230769,0.0384615385,0.1923076923,0,0,0,0
B3238,0.3125,0.1875,0.0625,0.0625,0,0,0.125,0.1875,0,0,0.0625,0
B3239,0.1923076923,0.1153846154,0.1923076923,0.1538461538,0.0384615385,0.0769230769,0.0769230769,0.0384615385,0,0.0769230769,0.0384615385,0
B3240,0.2307692308,0.1538461538,0.0769230769,0.1153846154,0.0769230769,0.0384615385,0.1153846154,0.0384615385,0.0384615385,0.1153846154,0,0
B3241,0.1111111111,0.2222222222,0.2222222222,0.2222222222,0,0,0.2222222222,0,0,0,0,0
B3242,0.3333333333,0,0.0833333333,0.1666666667,0.1666666667,0.0833333333,0.1666666667,0,0,0,0,0
B3243,0.1,0.2,0.2,0.2,0.1,0,0.1,0,0,0.1,0,0
B3244,0.3076923077,0.2307692308,0.2307692308,0,0,0.0769230769,0.0769230769,0.0769230769,0,0,0,0
B3245,0.1538461538,0.2307692308,0.1538461538,0.0769230769,0.2307692308,0,0,0,0,0.0769230769,0.0769230769,0
B3246,0.25,0.1875,0.125,0,0.1875,0.0625,0.0625,0.0625,0,0.0625,0,0
B3247,0.1612903226,0.2580645161,0.1612903226,0,0.0967741936,0.064516129,0.0322580645,0.064516129,0.0322580645,0.064516129,0.064516129,0
B3248,0.08,0.12,0.32,0,0.12,0.08,0.08,0.08,0.04,0.04,0.04,0
B3249,0.1212121212,0.1818181818,0.1212121212,0.0606060606,0.1212121212,0.0909090909,0.0303030303,0.0606060606,0.0606060606,0.0909090909,0.0606060606,0
B3250,0.28125,0.09375,0.25,0,0.09375,0.0625,0.125,0.09375,0,0,0,0
B3251,0.2941176471,0.1470588235,0.0588235294,0.0588235294,0.1470588235,0.0588235294,0.0588235294,0.0294117647,0,0.1470588235,0,0
B3252,0.1875,0.3125,0.125,0,0.1875,0.0625,0.0625,0.0625,0,0,0,0
B3253,0.2,0,0.3,0.05,0.05,0.1,0.1,0.15,0,0.05,0,0
B3254,0.3684210526,0.1052631579,0.052631579,0.052631579,0,0.052631579,0.052631579,0.1052631579,0.052631579,0.1052631579,0.052631579,0
B3255,0.2307692308,0.1538461538,0.1538461538,0,0.1538461538,0,0.1538461538,0.1538461538,0,0,0,0
B3256,0.0909090909,0.1818181818,0.2727272727,0,0,0.2727272727,0.0909090909,0,0,0,0.0909090909,0
B3257,0.2,0.2,0.2,0.05,0.1,0.05,0.05,0.15,0,0,0,0
B3258,0.3684210526,0.2105263158,0.052631579,0.052631579,0,0,0.1052631579,0.1052631579,0,0.052631579,0.052631579,0
B3259,0.2682926829,0.1463414634,0.1219512195,0.0243902439,0.1219512195,0.0731707317,0.1463414634,0.0243902439,0.0243902439,0.0243902439,0.0243902439,0
B3260,0.2264150943,0.2452830189,0.1509433962,0,0.1132075472,0.0377358491,0.0754716981,0.0754716981,0,0.0377358491,0.0377358491,0
B3261,0.1578947368,0.1578947368,0.1578947368,0,0.2105263158,0.052631579,0.1052631579,0.1578947368,0,0,0,0
B3262,0.1875,0.125,0.0625,0.125,0.25,0.0625,0.0625,0.0625,0,0.0625,0,0
B3263,0.1818181818,0.2272727273,0.1363636364,0,0.0909090909,0.0909090909,0.1363636364,0.0454545455,0.0454545455,0.0454545455,0,0
B3264,0.3333333333,0.1666666667,0.0555555556,0.0555555556,0.1666666667,0.0555555556,0.1111111111,0.0555555556,0,0,0,0
B3265,0.1538461538,0.0769230769,0.0769230769,0,0.1538461538,0.0769230769,0.1538461538,0,0.2307692308,0.0769230769,0,0
B3266,0.1818181818,0.2272727273,0.1818181818,0,0.1363636364,0.0909090909,0.0454545455,0.0454545455,0,0.0454545455,0.0454545455,0
B3267,0.28,0.12,0.08,0.04,0.12,0.08,0.12,0,0.04,0.12,0,0
B3268,0.2173913043,0.1304347826,0.1304347826,0,0.2173913043,0.0434782609,0.0434782609,0.1739130435,0.0434782609,0,0,0
B3269,0.1764705882,0.2352941176,0.1764705882,0.0588235294,0.1176470588,0,0.0588235294,0.0588235294,0.0588235294,0.0588235294,0,0
B3270,0.1904761905,0.2380952381,0.1904761905,0.0476190476,0.0476190476,0.0476190476,0.0476190476,0.0952380952,0,0.0952380952,0,0
B3271,0.1896551724,0.2068965517,0.1379310345,0,0.0862068966,0.0689655172,0.1379310345,0.0517241379,0.0689655172,0.0344827586,0.0172413793,0
B3272,0.2666666667,0.2,0.0333333333,0.0666666667,0.1333333333,0.0333333333,0.0666666667,0.1,0,0.1,0,0
B3273,0.1052631579,0.2105263158,0.2105263158,0,0.1052631579,0.1578947368,0.1578947368,0,0.052631579,0,0,0
B3274,0.1935483871,0.064516129,0.064516129,0.0322580645,0.064516129,0.1612903226,0.1290322581,0.064516129,0.1612903226,0,0.064516129,0
B3275,0.1578947368,0.052631579,0.1578947368,0.052631579,0.2105263158,0.1578947368,0.1052631579,0.052631579,0.052631579,0,0,0
B3276,0.25,0.25,0.25,0,0.0833333333,0.0833333333,0.0833333333,0,0,0,0,0
B3277,0.2068965517,0.1724137931,0.1034482759,0.0689655172,0.1379310345,0.1034482759,0.0344827586,0.0689655172,0,0.1034482759,0,0
B3278,0.2105263158,0.1052631579,0.2105263158,0,0.1052631579,0,0.1052631579,0.2105263158,0,0.052631579,0,0
B3279,0.125,0.15,0.175,0.05,0.15,0.15,0.05,0.075,0.05,0.025,0,0
B3280,0.15625,0.203125,0.1875,0.03125,0.171875,0.0625,0.078125,0.046875,0.03125,0.03125,0,0
B3281,0.1,0.2,0,0.1,0.3,0,0.1,0.1,0,0.1,0,0
B3282,0.1904761905,0.1428571429,0.1428571429,0.0476190476,0.1904761905,0.0476190476,0.0952380952,0.1428571429,0,0,0,0
B3283,0.15,0.2,0.1,0.05,0.2,0.1,0.05,0.05,0,0.1,0,0
B3284,0.125,0.09375,0.15625,0.03125,0.15625,0.09375,0.03125,0.1875,0,0.125,0,0
B3285,0.1363636364,0.1818181818,0.1363636364,0,0.2272727273,0.0454545455,0.0909090909,0.1363636364,0.0454545455,0,0,0
B3286,0.12,0.16,0.16,0.12,0.04,0.12,0.08,0.08,0.12,0,0,0
B3287,0.1666666667,0.1666666667,0.2222222222,0.0555555556,0.1666666667,0.0555555556,0.0555555556,0.0555555556,0,0.0555555556,0,0
B3288,0.2222222222,0.2222222222,0.1111111111,0,0.1666666667,0.0555555556,0.1111111111,0,0,0.1111111111,0,0
B3289,0.2,0.12,0.12,0.04,0.12,0.08,0.12,0.08,0,0.12,0,0
B3290,0.1538461538,0.0769230769,0.1538461538,0.2307692308,0.0769230769,0.1538461538,0.0769230769,0,0,0,0.0769230769,0
B3291,0.125,0.125,0.125,0.125,0.375,0.125,0,0,0,0,0,0
B3292,0.4,0.2,0.1,0.1,0.1,0.1,0,0,0,0,0,0
B3293,0.2222222222,0,0.2222222222,0,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0,0.1111111111,0,0
B3294,0.1851851852,0.1481481481,0.2222222222,0.037037037,0.0740740741,0.037037037,0.0740740741,0.1111111111,0.0740740741,0.037037037,0,0
B3295,0.1304347826,0.1304347826,0.2608695652,0.0869565217,0.0434782609,0.0869565217,0.1304347826,0.1304347826,0,0,0,0
B3296,0.1904761905,0.1428571429,0.1904761905,0.0476190476,0.1428571429,0.0952380952,0.0476190476,0.0952380952,0,0.0476190476,0,0
B3297,0.3076923077,0.2307692308,0.1538461538,0,0.0769230769,0.0769230769,0.0769230769,0,0,0.0769230769,0,0
B3298,0.175,0.2,0.225,0.05,0.075,0.175,0.025,0.075,0,0,0,0
B3299,0.1224489796,0.2448979592,0.2448979592,0.0612244898,0.1020408163,0.0204081633,0.0816326531,0.0816326531,0.0204081633,0.0204081633,0,0
B3300,0.2222222222,0.3333333333,0.1111111111,0,0.2222222222,0,0.1111111111,0,0,0,0,0
B3301,0.25,0.2083333333,0.2083333333,0.0833333333,0.0833333333,0.0416666667,0.0416666667,0.0833333333,0,0,0,0
B3302,0.125,0.15625,0.28125,0.03125,0.125,0.0625,0.09375,0.09375,0,0.03125,0,0
B3303,0.1590909091,0.0681818182,0.2045454545,0.0681818182,0.1136363636,0.0681818182,0.0909090909,0.0227272727,0.0909090909,0.1136363636,0,0
B3304,0.2222222222,0.1481481481,0.2222222222,0.0740740741,0.0740740741,0.1111111111,0.0740740741,0.037037037,0,0.037037037,0,0
B3305,0.2592592593,0.1851851852,0.2222222222,0.037037037,0.1111111111,0,0.0740740741,0.0740740741,0,0.037037037,0,0
B3306,0.1333333333,0.1333333333,0.2666666667,0.1333333333,0.0666666667,0.0666666667,0,0,0,0.2,0,0
B3307,0.1290322581,0.1612903226,0.1451612903,0.0483870968,0.1290322581,0.064516129,0.0967741936,0.064516129,0.1129032258,0.0161290323,0.0322580645,0
B3308,0.1764705882,0.1176470588,0.1176470588,0.1176470588,0.1176470588,0.0588235294,0.0588235294,0.1176470588,0,0.1176470588,0,0
B3309,0.2105263158,0.1842105263,0.1710526316,0.0131578947,0.1315789474,0.0657894737,0.0789473684,0.0789473684,0.0131578947,0.052631579,0,0
B3310,0.2051282051,0.1282051282,0.1282051282,0.0512820513,0.1538461538,0.0769230769,0.0256410256,0.1282051282,0.0256410256,0.0769230769,0,0
B3311,0.2105263158,0.1052631579,0.2105263158,0.1052631579,0.052631579,0.1578947368,0.052631579,0.1052631579,0,0,0,0
B3312,0.4615384615,0.0769230769,0,0.0769230769,0,0,0.1538461538,0.1538461538,0,0.0769230769,0,0
B3313,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0.25
B3314,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0
B3315,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0,0.1,0,0
B3316,0.2857142857,0.1224489796,0.1428571429,0.1020408163,0.1020408163,0.0408163265,0.0612244898,0.0816326531,0,0.0612244898,0,0
B3317,0.2307692308,0.1538461538,0,0.1538461538,0.2307692308,0.0769230769,0.0769230769,0.0769230769,0,0,0,0
B3318,0.2857142857,0.1428571429,0.0714285714,0.0714285714,0.1428571429,0.0714285714,0.0714285714,0.1428571429,0,0,0,0
B3319,0.2857142857,0.1428571429,0,0.1428571429,0.1428571429,0,0,0,0,0.2857142857,0,0
B3320,0.5,0.1666666667,0,0.1666666667,0.1666666667,0,0,0,0,0,0,0
B3321,0.2272727273,0.0909090909,0.2272727273,0.0909090909,0.0454545455,0.0454545455,0.0454545455,0.0909090909,0,0.1363636364,0,0
B3322,0.2727272727,0.2272727273,0.1363636364,0.0454545455,0.1363636364,0,0.0909090909,0.0909090909,0,0,0,0
B3323,0.2,0.0666666667,0,0.0666666667,0.0666666667,0.0666666667,0.1333333333,0.1333333333,0,0.2666666667,0,0
B3324,0.1428571429,0.2857142857,0,0,0.2857142857,0,0.2857142857,0,0,0,0,0
B3325,0.1,0.1,0.3,0.1,0,0,0.1,0.2,0,0.1,0,0
B3326,0.2777777778,0.1111111111,0.1666666667,0.1111111111,0.1111111111,0.0555555556,0.0555555556,0.1111111111,0,0,0,0
B3327,0.25,0.125,0,0.125,0.125,0,0.125,0.125,0.125,0,0,0
B3328,0.1764705882,0.1176470588,0.1176470588,0.0588235294,0.1764705882,0.0588235294,0.0588235294,0.1764705882,0,0.0588235294,0,0
B3329,0.3333333333,0.1666666667,0.1111111111,0.0555555556,0.0555555556,0.1111111111,0,0.0555555556,0,0.0555555556,0,0.0555555556
B3330,0.25,0.15,0.15,0.1,0.1,0.15,0.05,0,0,0.05,0,0
B3331,0.1739130435,0.1304347826,0.0869565217,0.0434782609,0.2173913043,0.0869565217,0.0869565217,0.0869565217,0,0.0869565217,0,0
B3332,0.1538461538,0.1923076923,0.1153846154,0.0384615385,0.0384615385,0.0769230769,0.0384615385,0.1153846154,0,0.1538461538,0.0769230769,0
B3333,0.2857142857,0.2857142857,0,0.1428571429,0.1428571429,0,0,0.1428571429,0,0,0,0
B3334,0.2,0.05,0.1,0.05,0.15,0.05,0.1,0.1,0.05,0.15,0,0
B3335,0,0.3333333333,0.3333333333,0,0,0,0,0,0,0.3333333333,0,0
B3336,0.1818181818,0.2727272727,0.1818181818,0,0.1818181818,0,0,0.0909090909,0,0.0909090909,0,0
B3337,0.25,0.2083333333,0.0416666667,0.0416666667,0.0833333333,0.0416666667,0.1666666667,0.0416666667,0,0.125,0,0
B3338,0.2702702703,0.1081081081,0.1081081081,0.2162162162,0.027027027,0.0540540541,0.0540540541,0.0540540541,0.027027027,0.0810810811,0,0
B3339,0.1818181818,0.1515151515,0.1818181818,0.0909090909,0.0909090909,0.0303030303,0.1212121212,0.0909090909,0,0.0606060606,0,0
B3340,0.1764705882,0.1764705882,0.1176470588,0.0588235294,0.1764705882,0.0588235294,0.0784313726,0.0588235294,0.0196078431,0.0588235294,0.0196078431,0
B3341,0.0666666667,0.2,0.1333333333,0.1333333333,0.2,0.0666666667,0,0.0666666667,0,0.1333333333,0,0
B3342,0.12,0.16,0.16,0.08,0.12,0,0.2,0.08,0.04,0.04,0,0
B3343,0.1891891892,0.1081081081,0.0810810811,0.1621621622,0.1621621622,0.1081081081,0.0540540541,0.0540540541,0,0.0810810811,0,0
B3344,0.05,0.25,0.2,0.05,0.05,0.05,0.15,0.1,0,0.1,0,0
B3345,0.2307692308,0.0769230769,0.0769230769,0.0769230769,0.1538461538,0.0769230769,0.0769230769,0.0769230769,0,0.1538461538,0,0
B3346,0.1714285714,0.1142857143,0.1714285714,0.0857142857,0.1142857143,0.1142857143,0.0857142857,0.0857142857,0,0.0571428571,0,0
B3347,0.2105263158,0.2105263158,0.2105263158,0.052631579,0.052631579,0.052631579,0.052631579,0.1578947368,0,0,0,0
B3348,0.3125,0.1875,0.0625,0.125,0.1875,0.0625,0,0.0625,0,0,0,0
B3349,0.4,0,0,0.2,0.2,0,0,0.2,0,0,0,0
B3350,0.1379310345,0.1379310345,0.2068965517,0.0344827586,0.0689655172,0.1034482759,0.0344827586,0.2413793103,0,0.0344827586,0,0
B3351,0.1818181818,0.0454545455,0.1818181818,0.1818181818,0.0454545455,0.0909090909,0.0909090909,0.0909090909,0,0.0909090909,0,0
B3352,0.1379310345,0.1724137931,0.2413793103,0.0344827586,0.0689655172,0.0344827586,0.1034482759,0.1034482759,0.0344827586,0.0689655172,0,0
B3353,0.3636363636,0,0,0.1818181818,0.0909090909,0.1818181818,0.0909090909,0,0,0.0909090909,0,0
B3354,0.2142857143,0.0714285714,0.1428571429,0,0.1428571429,0.0714285714,0.0714285714,0.1428571429,0,0.1428571429,0,0
B3355,0.3571428571,0.0714285714,0.0714285714,0.1428571429,0.1428571429,0.0714285714,0.0714285714,0.0714285714,0,0,0,0
B3356,0.2142857143,0.1904761905,0.1428571429,0.0714285714,0.0952380952,0.119047619,0.0952380952,0.0476190476,0.0238095238,0,0,0
B3357,0.2631578947,0.1578947368,0.1578947368,0,0.052631579,0.052631579,0.1578947368,0.1052631579,0,0.052631579,0,0
B3358,0.1481481481,0.2592592593,0.1851851852,0,0.1851851852,0.1111111111,0.1111111111,0,0,0,0,0
B3359,0.2037037037,0.1666666667,0.1111111111,0.1111111111,0.1111111111,0.0555555556,0.0740740741,0.1296296296,0,0.037037037,0,0
B3360,0.2222222222,0,0.2222222222,0,0.3333333333,0,0.1111111111,0.1111111111,0,0,0,0
B3361,0.2,0.28,0.2,0.04,0.04,0.12,0.08,0.04,0,0,0,0
B3362,0.1818181818,0.1818181818,0.0909090909,0.1818181818,0.1818181818,0,0.0909090909,0.0909090909,0,0,0,0
B3363,0.2631578947,0.2105263158,0.052631579,0,0.1578947368,0.052631579,0.1052631579,0.0789473684,0,0.0789473684,0,0
B3364,0.2352941176,0.2352941176,0.0588235294,0.0588235294,0.1176470588,0.1764705882,0.0588235294,0,0,0.0588235294,0,0
B3365,0.2352941176,0.2352941176,0.0588235294,0,0.1764705882,0.0588235294,0.0588235294,0.0588235294,0,0.1176470588,0,0
B3366,0.24,0.12,0.08,0.04,0.12,0,0.16,0.08,0.04,0.12,0,0
B3367,0.1666666667,0.0833333333,0.25,0,0.1666666667,0.25,0.0833333333,0,0,0,0,0
B3368,0.21875,0.125,0.15625,0.0625,0.125,0.1875,0.09375,0.03125,0,0,0,0
B3369,0.1851851852,0.0740740741,0.2592592593,0.1111111111,0.1111111111,0.0740740741,0.037037037,0.037037037,0.037037037,0.037037037,0.037037037,0
B3370,0.1860465116,0.2093023256,0.1627906977,0.023255814,0.0930232558,0.0930232558,0.0697674419,0.0697674419,0.023255814,0.0697674419,0,0
B3371,0.25,0.25,0.15,0,0.05,0.1,0.1,0.1,0,0,0,0
B3372,0.1428571429,0.1428571429,0,0.1428571429,0.2857142857,0.1428571429,0.1428571429,0,0,0,0,0
B3373,0.2222222222,0.1666666667,0.1666666667,0,0.1111111111,0.0555555556,0.0555555556,0.1111111111,0,0.1111111111,0,0
B3374,0.2,0.15,0.1,0.1,0.15,0.1,0.15,0,0,0,0.05,0
B3375,0.2333333333,0.1,0.1666666667,0.0666666667,0.1,0.0666666667,0.1333333333,0.0333333333,0,0.1,0,0
B3376,0.1923076923,0.1538461538,0.1538461538,0.0384615385,0.1153846154,0,0.1923076923,0.1153846154,0,0,0.0384615385,0
B3377,0.1538461538,0.1923076923,0.1923076923,0.0384615385,0.0384615385,0.1538461538,0.0769230769,0.0769230769,0,0.0769230769,0,0
B3378,0.1666666667,0.1666666667,0.1111111111,0.2222222222,0.0555555556,0.1111111111,0.1111111111,0.0555555556,0,0,0,0
B3379,0.2162162162,0.1351351351,0.0540540541,0.1081081081,0.0810810811,0.1621621622,0.0540540541,0.0810810811,0,0.1081081081,0,0
B3380,0.1333333333,0.0666666667,0.1333333333,0.1333333333,0.1333333333,0.0666666667,0.0666666667,0.1333333333,0,0.1333333333,0,0
B3381,0.25,0.075,0.125,0.05,0.05,0.125,0.075,0.125,0.025,0.1,0,0
B3382,0.2307692308,0.0769230769,0.0769230769,0.0769230769,0.0769230769,0.1538461538,0.0769230769,0.1538461538,0,0.0769230769,0,0
B3383,0.1666666667,0,0.3333333333,0.0833333333,0,0.1666666667,0.0833333333,0.1666666667,0,0,0,0
B3384,0.3333333333,0.1111111111,0,0.2222222222,0.1111111111,0,0.1111111111,0.1111111111,0,0,0,0
B3385,0.2941176471,0.2352941176,0.1176470588,0.0588235294,0,0.0588235294,0.0588235294,0.1176470588,0,0.0588235294,0,0
B3386,0.375,0.2083333333,0.0833333333,0,0.0833333333,0,0.0416666667,0.125,0,0.0833333333,0,0
B3387,0.1578947368,0.2105263158,0.2105263158,0,0.052631579,0.1052631579,0.1052631579,0.052631579,0,0.1052631579,0,0
B3388,0.25,0.09375,0.1875,0.09375,0.0625,0.0625,0.09375,0.125,0,0.03125,0,0
B3389,0.2777777778,0.1111111111,0.0555555556,0,0.1111111111,0,0.1666666667,0.0555555556,0.0555555556,0.1666666667,0,0
B3390,0.25,0.15,0.15,0.05,0.1,0.05,0.1,0.15,0,0,0,0
B3391,0.1875,0.125,0.125,0.09375,0.0625,0.0625,0.15625,0.0625,0.09375,0,0.03125,0
B3392,0.2307692308,0.1025641026,0.0769230769,0.1282051282,0.1025641026,0.1282051282,0.0769230769,0.0512820513,0.0256410256,0.0512820513,0.0256410256,0
B3393,0.15,0.2,0.15,0.1,0.1,0.05,0.15,0,0,0.1,0,0
B3394,0.2727272727,0.0909090909,0,0.0909090909,0.1818181818,0,0.1818181818,0.0909090909,0,0.0909090909,0,0
B3395,0.1833333333,0.1333333333,0.1,0.0666666667,0.1,0.0833333333,0.1333333333,0.1,0.0833333333,0.0166666667,0,0
B3396,0.1666666667,0.3333333333,0.1666666667,0,0.0833333333,0.0833333333,0.0833333333,0,0.0833333333,0,0,0
B3397,0.1739130435,0.1304347826,0.2173913043,0.0434782609,0.1739130435,0.0869565217,0.1304347826,0.0434782609,0,0,0,0
B3398,0.1578947368,0.1315789474,0.1315789474,0,0.1315789474,0.1052631579,0.1052631579,0.0789473684,0.0263157895,0.1315789474,0,0
B3399,0.1666666667,0.1666666667,0.1666666667,0,0.1666666667,0.1666666667,0.1666666667,0,0,0,0,0
B3400,0.25,0.1,0.1,0.2,0.05,0.1,0.1,0.05,0.05,0,0,0
B3401,0.2727272727,0.2727272727,0.0454545455,0,0.0909090909,0.0909090909,0.0909090909,0.0909090909,0,0.0454545455,0,0
B3402,0.1176470588,0.2352941176,0.2352941176,0,0.1764705882,0.0588235294,0.0588235294,0.1176470588,0,0,0,0
B3403,0.1428571429,0.0357142857,0.1428571429,0.0357142857,0.0714285714,0.1071428571,0.1071428571,0.0714285714,0.1428571429,0,0.1428571429,0
B3404,0.1052631579,0.3157894737,0.2105263158,0,0,0,0.1578947368,0.052631579,0.052631579,0.1052631579,0,0
B3405,0.2307692308,0.1538461538,0.1538461538,0.0769230769,0.0769230769,0.0769230769,0.1538461538,0.0769230769,0,0,0,0
