Label,verbs,articles,nouns,pronouns,adjectives,prepositions,particles,conjunctions,unknowns,adverbs,propers,interjections
A12018,0.1176470588,0.0588235294,0.1176470588,0.1176470588,0.1176470588,0.1176470588,0.1176470588,0.1176470588,0.1176470588,0,0,0
A12019,0.1428571429,0.1428571429,0.2142857143,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0,0.0714285714,0
A12020,0.1428571429,0.2857142857,0,0,0,0,0.1428571429,0.1428571429,0.2857142857,0,0,0
A12021,0.2222222222,0.1111111111,0.1111111111,0.2222222222,0.1111111111,0,0.1111111111,0,0,0,0.1111111111,0
A12022,0.1746031746,0.2380952381,0.1111111111,0.0793650794,0.1111111111,0.0634920635,0.0634920635,0.0634920635,0.0476190476,0.0317460318,0.0158730159,0
A12023,0.119047619,0.1904761905,0.1666666667,0.0952380952,0.119047619,0.0476190476,0.0714285714,0.0238095238,0.0476190476,0.119047619,0,0
A12024,0.25,0.0625,0.125,0.125,0.0625,0.0625,0.125,0.125,0.0625,0,0,0
A12025,0.2857142857,0,0,0.1428571429,0.1428571429,0.1428571429,0.1428571429,0,0,0.1428571429,0,0
A12026,0.1052631579,0.1052631579,0.1578947368,0.1578947368,0.1052631579,0.1315789474,0.0789473684,0.052631579,0.052631579,0.052631579,0,0
A12027,0.2352941176,0.1176470588,0.0882352941,0.1764705882,0.0588235294,0.1176470588,0.0588235294,0.0294117647,0.0294117647,0.0882352941,0,0
A12028,0.28,0.18,0.1,0.08,0.06,0.02,0.16,0.02,0,0.08,0.02,0
A12029,0.125,0.25,0.25,0,0.125,0.125,0.125,0,0,0,0,0
A12030,0.1764705882,0.2352941176,0.2352941176,0,0.1176470588,0,0.0588235294,0,0.1764705882,0,0,0
A12031,0.0666666667,0.2,0.1333333333,0,0.1333333333,0.0666666667,0.0666666667,0,0.0666666667,0,0.2666666667,0
A12032,0.1333333333,0.1666666667,0.0666666667,0.1,0.0666666667,0.0333333333,0.0666666667,0.1333333333,0.1666666667,0,0.0666666667,0
A12033,0.0769230769,0.3076923077,0.1538461538,0,0,0.1538461538,0.0769230769,0,0,0.1538461538,0.0769230769,0
A12034,0.2307692308,0.1538461538,0.3076923077,0.0769230769,0,0,0.0769230769,0.0769230769,0,0.0769230769,0,0
A12035,0.1666666667,0.2,0.1666666667,0.0333333333,0.1,0.1,0.0666666667,0.0333333333,0.1,0.0333333333,0,0
A12036,0.3333333333,0.0555555556,0.0555555556,0.1666666667,0.0555555556,0.1666666667,0.0555555556,0.0555555556,0.0555555556,0,0,0
A12037,0.1923076923,0.1923076923,0.0769230769,0.0961538462,0.0384615385,0.1538461538,0.0192307692,0.0576923077,0.0384615385,0.0769230769,0.0576923077,0
A12038,0.375,0.25,0,0,0.125,0,0.125,0,0,0.125,0,0
A12039,0.2105263158,0.2105263158,0.1315789474,0.0263157895,0.1842105263,0.052631579,0.0263157895,0.0263157895,0.1315789474,0,0,0
A12040,0.2380952381,0.1904761905,0.1428571429,0.1428571429,0.0476190476,0.0952380952,0,0.0952380952,0.0476190476,0,0,0
A12041,0.1428571429,0.1632653061,0.1224489796,0.0816326531,0.2448979592,0.1020408163,0.0612244898,0.0408163265,0,0.0408163265,0,0
A12042,0.4,0,0,0.1,0,0.1,0.2,0.1,0,0.1,0,0
A12043,0.1860465116,0.1395348837,0.2093023256,0.1395348837,0.0930232558,0.0465116279,0.0465116279,0.0930232558,0.023255814,0.023255814,0,0
A12044,0.12,0.24,0.32,0.04,0.08,0.04,0.12,0.04,0,0,0,0
A12045,0.2307692308,0.1538461538,0.3076923077,0,0,0.0769230769,0.0769230769,0.0769230769,0,0.0769230769,0,0
A12046,0.2857142857,0.1428571429,0.2857142857,0,0.1428571429,0,0,0.1428571429,0,0,0,0
A12047,0.4,0,0,0.2,0,0,0.2,0,0.2,0,0,0
A12048,0.2058823529,0.1176470588,0.1176470588,0.1176470588,0.1176470588,0.1470588235,0.0294117647,0.0294117647,0.0294117647,0.0588235294,0.0294117647,0
A12049,0.3181818182,0.1363636364,0.0909090909,0.1818181818,0,0.0454545455,0.0454545455,0.0909090909,0.0454545455,0.0454545455,0,0
A12050,0.2222222222,0.1388888889,0.0555555556,0.0555555556,0.1388888889,0.0833333333,0.1111111111,0.1111111111,0.0555555556,0,0.0277777778,0
A12051,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0
A12052,0.2608695652,0.2173913043,0.1739130435,0.0869565217,0,0.0869565217,0.0434782609,0.0434782609,0.0434782609,0.0434782609,0,0
A12053,0.1333333333,0.1333333333,0.0666666667,0.0666666667,0.0666666667,0.2,0.0666666667,0.0666666667,0.0666666667,0,0.1333333333,0
A12054,0.1555555556,0.2,0.1111111111,0.0888888889,0.0444444444,0.0444444444,0.1111111111,0.0222222222,0.0444444444,0.0222222222,0.1555555556,0
A12055,0.1904761905,0.1904761905,0.1428571429,0.0952380952,0.1904761905,0.0476190476,0,0.0476190476,0,0.0952380952,0,0
A12056,0.2380952381,0.1428571429,0.0476190476,0.1428571429,0.0476190476,0.1428571429,0.0476190476,0.0476190476,0,0.0476190476,0.0952380952,0
A12057,0.2093023256,0.1162790698,0.023255814,0.0697674419,0.1162790698,0.0930232558,0.1162790698,0.0930232558,0.0697674419,0.0697674419,0.023255814,0
A12058,0.25,0,0,0,0,0,0.5,0,0,0,0.25,0
A12059,0.3255813953,0.0930232558,0.0930232558,0.0465116279,0.1395348837,0.0465116279,0.1162790698,0.0697674419,0.023255814,0.023255814,0.023255814,0
A12060,0.21875,0.25,0.09375,0.0625,0.09375,0.09375,0.0625,0.0625,0.03125,0,0.03125,0
A12061,0.3333333333,0,0,0,0,0,0,0.3333333333,0.3333333333,0,0,0
A12062,0.0909090909,0.2727272727,0.2727272727,0.0909090909,0,0.0909090909,0,0,0.0909090909,0,0.0909090909,0
A12063,0.25,0,0,0.25,0.25,0,0,0,0.25,0,0,0
A12064,0.1621621622,0.1621621622,0.1351351351,0.0810810811,0.1891891892,0.027027027,0.0810810811,0.1351351351,0.027027027,0,0,0
A12065,0.2,0.0666666667,0.0666666667,0.0666666667,0.2,0.1333333333,0.1333333333,0.0666666667,0,0.0666666667,0,0
A12066,0.25,0.21875,0.15625,0,0.15625,0.0625,0.03125,0.125,0,0,0,0
A12067,0.2222222222,0.3333333333,0,0,0.3333333333,0,0,0,0,0.1111111111,0,0
A12068,0.1914893617,0.1063829787,0.0638297872,0.0638297872,0.0638297872,0.085106383,0.0638297872,0.0638297872,0.170212766,0.0638297872,0.0638297872,0
A12069,0.1351351351,0.1891891892,0.1621621622,0.0810810811,0.1081081081,0.1081081081,0.0540540541,0.027027027,0.0810810811,0,0.0540540541,0
A12070,0.3333333333,0.2222222222,0.2222222222,0,0.1111111111,0,0,0.1111111111,0,0,0,0
A12071,0.0909090909,0.2727272727,0.0909090909,0.2727272727,0.1818181818,0.0909090909,0,0,0,0,0,0
A12072,0.1904761905,0.2380952381,0.0476190476,0.0476190476,0.0476190476,0.1428571429,0.0952380952,0,0.0476190476,0.0476190476,0.0952380952,0
A12073,0.25,0.2,0.1,0,0.05,0.1,0.1,0.05,0.05,0,0.1,0
A12074,0.1951219512,0.1463414634,0.1219512195,0.0731707317,0.1219512195,0.0487804878,0.0975609756,0.0731707317,0.0243902439,0.0731707317,0.0243902439,0
A12075,0.2105263158,0.1842105263,0.1052631579,0.0263157895,0.1315789474,0.1315789474,0.052631579,0.0789473684,0,0.0789473684,0,0
A12076,0.225,0.1,0.125,0.15,0.1,0.075,0.075,0.125,0.025,0,0,0
A12077,0.1,0.2,0.25,0.05,0.1,0.15,0.05,0,0.05,0,0.05,0
A12078,0.2432432432,0.2162162162,0.1081081081,0.0540540541,0.1081081081,0.1081081081,0.0540540541,0,0.027027027,0.0810810811,0,0
A12079,0.3333333333,0.1111111111,0,0.2222222222,0.1111111111,0,0.1111111111,0,0.1111111111,0,0,0
A12080,0.2142857143,0.2142857143,0.1428571429,0,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0,0.1428571429,0,0
A12081,0.1875,0.125,0.1875,0.0625,0.125,0.1875,0.0625,0,0,0.0625,0,0
A12082,0.1212121212,0.2727272727,0.1818181818,0.0303030303,0.1212121212,0.0606060606,0.0303030303,0.0303030303,0.0303030303,0.1212121212,0,0
A12083,0.1875,0.0625,0.0625,0.1875,0.0625,0.0625,0.125,0.0625,0.0625,0.0625,0.0625,0
A12084,0.2727272727,0.0909090909,0.0909090909,0.1818181818,0,0.1818181818,0.0909090909,0,0.0909090909,0,0,0
A12085,0.3333333333,0.1111111111,0.2222222222,0.1111111111,0,0,0.1111111111,0,0,0.1111111111,0,0
A12086,0.15,0.2,0,0.05,0.15,0.1,0.05,0.1,0.2,0,0,0
A12087,0.2954545455,0.1590909091,0.0454545455,0.0681818182,0.0227272727,0.0681818182,0.0909090909,0.0454545455,0.0909090909,0.0909090909,0.0227272727,0
A12088,0.1764705882,0.1764705882,0.1176470588,0.0588235294,0.1176470588,0,0.1176470588,0.0588235294,0.0588235294,0,0.1176470588,0
A12089,0.25,0.1666666667,0.0833333333,0,0,0.0833333333,0.0833333333,0,0.1666666667,0,0.1666666667,0
A12090,0.1818181818,0.2727272727,0.1818181818,0.0454545455,0.0454545455,0,0.1363636364,0.0454545455,0.0454545455,0,0.0454545455,0
A12091,0.375,0.125,0.125,0.125,0.125,0,0.125,0,0,0,0,0
A12092,0.2,0.12,0.12,0.16,0.2,0.08,0.04,0.04,0,0.04,0,0
A12093,0.1764705882,0.1764705882,0.1176470588,0.0588235294,0.1470588235,0.0588235294,0.0588235294,0.0294117647,0.0294117647,0.0882352941,0.0588235294,0
A12094,0.25,0.1041666667,0.0833333333,0.0625,0.1458333333,0.0625,0.0833333333,0.0625,0.0625,0.0416666667,0.0416666667,0
A12095,0.21875,0.15625,0.0625,0.0625,0.1875,0.125,0.03125,0.0625,0.03125,0.0625,0,0
A12096,0.1428571429,0.1428571429,0,0.1428571429,0.2857142857,0,0.2857142857,0,0,0,0,0
A12097,0.25,0.125,0.0833333333,0.125,0,0.0416666667,0.0416666667,0.125,0.0833333333,0.0833333333,0.0416666667,0
A12098,0.2666666667,0.1333333333,0.1333333333,0.0666666667,0.0666666667,0.1333333333,0.0666666667,0,0.1333333333,0,0,0
A12099,0.2222222222,0.2222222222,0.1111111111,0.1111111111,0.0555555556,0.0555555556,0,0.0555555556,0.0555555556,0,0.1111111111,0
A12100,0.16,0.28,0.12,0,0.16,0.08,0.04,0.08,0.08,0,0,0
A12101,0.1363636364,0.1363636364,0.2272727273,0,0.1363636364,0.1363636364,0.0909090909,0.0909090909,0,0.0454545455,0,0
A12102,0.25,0,0,0,0.5,0,0.25,0,0,0,0,0
A12103,0.1,0.2,0.2,0,0.1,0.1,0.1,0.1,0.1,0,0,0
A12104,0.2972972973,0.1621621622,0.1081081081,0.1081081081,0.1351351351,0.027027027,0.0540540541,0.0540540541,0,0.0540540541,0,0
A12105,0.2307692308,0.2307692308,0.3076923077,0,0,0,0,0.0769230769,0,0.1538461538,0,0
A12106,0.2424242424,0.1515151515,0.0303030303,0.0909090909,0.1818181818,0.0909090909,0.0909090909,0.0303030303,0.0303030303,0.0303030303,0.0303030303,0
A12107,0.3636363636,0.1818181818,0.0909090909,0.0909090909,0,0.1363636364,0,0.0454545455,0.0454545455,0.0454545455,0,0
A12108,0.25,0.3333333333,0.1666666667,0,0,0.0833333333,0,0.0833333333,0.0833333333,0,0,0
A12109,0.25,0,0,0.25,0.25,0,0,0,0,0.25,0,0
A12110,0.25,0.09375,0.0625,0.09375,0.1875,0,0.0625,0.0625,0,0.15625,0.03125,0
A12111,0.1578947368,0.1315789474,0.1842105263,0.052631579,0.0789473684,0.1315789474,0.052631579,0.0263157895,0.1052631579,0.0263157895,0.052631579,0
A12112,0.15625,0.1875,0.25,0,0.1875,0,0.0625,0.125,0,0.03125,0,0
A12113,0.1875,0.1875,0.125,0.125,0.125,0.1875,0.0625,0,0,0,0,0
A12114,0.1111111111,0.2592592593,0.1111111111,0.1111111111,0.037037037,0.1111111111,0.037037037,0.0740740741,0.0740740741,0,0.0740740741,0
A12115,0.2307692308,0.1538461538,0.1538461538,0,0.1538461538,0.1538461538,0.0769230769,0,0,0.0769230769,0,0
A12116,0.4444444444,0.2222222222,0.1111111111,0,0.1111111111,0,0.1111111111,0,0,0,0,0
A12117,0.1333333333,0.1,0.1333333333,0.0666666667,0.1666666667,0.1,0.1,0.1,0.0666666667,0,0.0333333333,0
A12118,0.2,0.2,0.0666666667,0.1333333333,0.1333333333,0.1333333333,0,0,0,0.1333333333,0,0
A12119,0.3255813953,0.1162790698,0.0697674419,0.1162790698,0.1395348837,0.0465116279,0.0465116279,0.0465116279,0.0930232558,0,0,0
A12120,0.1538461538,0.2307692308,0.3076923077,0,0,0,0.1538461538,0.0769230769,0,0.0769230769,0,0
A12121,0.2608695652,0.1304347826,0.1739130435,0.0869565217,0.1739130435,0,0.0869565217,0,0,0.0434782609,0.0434782609,0
A12122,0.3333333333,0.1666666667,0.1666666667,0.1666666667,0,0.0833333333,0.0833333333,0,0,0,0,0
A12123,0.2,0.2,0.2,0,0,0,0,0.2,0,0.2,0,0
A12124,0.2380952381,0.2380952381,0.1904761905,0,0.1904761905,0.0952380952,0.0476190476,0,0,0,0,0
A12125,0.2352941176,0.1764705882,0.2352941176,0.1176470588,0,0.0588235294,0.0588235294,0.1176470588,0,0,0,0
A12126,0.25,0.0625,0.0625,0.125,0.25,0,0.0625,0.0625,0,0.125,0,0
A12127,0.1428571429,0.1428571429,0.1428571429,0,0,0,0.1428571429,0.1428571429,0,0.2857142857,0,0
A12128,0.1944444444,0.1805555556,0.1666666667,0.0416666667,0.125,0.1111111111,0.0555555556,0.0833333333,0.0138888889,0.0277777778,0,0
A12129,0.1333333333,0.1555555556,0.2222222222,0,0.2444444444,0.0444444444,0.1111111111,0.0222222222,0.0222222222,0.0444444444,0,0
A12130,0.1509433962,0.1320754717,0.1698113208,0.0377358491,0.1320754717,0.0754716981,0.1698113208,0.0377358491,0,0.0566037736,0.0377358491,0
A12131,0.125,0.25,0.125,0.0833333333,0,0.0833333333,0.0416666667,0.0416666667,0.125,0,0.125,0
A12132,0.2666666667,0.1666666667,0.1666666667,0.0666666667,0.1,0.0666666667,0.0333333333,0.1,0,0.0333333333,0,0
A12133,0.1785714286,0.1785714286,0.1071428571,0.1071428571,0.1785714286,0.0357142857,0.1071428571,0,0.0714285714,0.0357142857,0,0
A12134,0.1481481481,0.1851851852,0.2592592593,0.037037037,0.0740740741,0.037037037,0.1111111111,0.0740740741,0.037037037,0.037037037,0,0
A12135,0.2,0.2,0.12,0,0.16,0.16,0.04,0.04,0.08,0,0,0
A12136,0.1212121212,0.2424242424,0.1818181818,0.0606060606,0.0606060606,0.1515151515,0,0,0.1212121212,0.0303030303,0.0303030303,0
A12137,0.1875,0.1875,0.125,0,0.1875,0.0625,0.125,0.125,0,0,0,0
A12138,0.1333333333,0.2,0.2,0.0666666667,0.1333333333,0.0666666667,0.0666666667,0,0.1333333333,0,0,0
A12139,0.0666666667,0.0666666667,0.2,0.1333333333,0.2,0.0666666667,0.2666666667,0,0,0,0,0
A12140,0.1388888889,0.1944444444,0.1944444444,0.1111111111,0.0833333333,0.1111111111,0.0277777778,0,0.1111111111,0,0.0277777778,0
A12141,0.1489361702,0.1914893617,0.085106383,0.085106383,0.1063829787,0.1063829787,0.0638297872,0.0425531915,0.1063829787,0.0212765957,0.0425531915,0
A12142,0.2,0.0666666667,0.3333333333,0.0666666667,0.1333333333,0,0,0,0.0666666667,0.0666666667,0.0666666667,0
A12143,0.1724137931,0.1724137931,0.2068965517,0,0.0344827586,0.1379310345,0.0344827586,0.0344827586,0,0.0344827586,0.1724137931,0
A12144,0.2142857143,0.2857142857,0.0714285714,0,0.1428571429,0,0.0714285714,0,0.0714285714,0.0714285714,0.0714285714,0
A12145,0.0952380952,0.0952380952,0.1904761905,0.1428571429,0.1428571429,0.0476190476,0.0952380952,0.0476190476,0.0476190476,0,0.0952380952,0
A12146,0.1666666667,0.1666666667,0.1388888889,0.1111111111,0.0555555556,0.0277777778,0.0833333333,0.0555555556,0.0555555556,0.0277777778,0.1111111111,0
A12147,0.1363636364,0.1818181818,0.2045454545,0.0909090909,0.0681818182,0.1136363636,0,0.0681818182,0.0454545455,0,0.0909090909,0
A12148,0.1818181818,0.1818181818,0.0909090909,0,0,0.1818181818,0.0909090909,0,0,0.1818181818,0.0909090909,0
A12149,0.2222222222,0.2222222222,0.3333333333,0,0,0,0.1111111111,0,0.1111111111,0,0,0
A12150,0.2307692308,0.0769230769,0.1538461538,0.1538461538,0.1538461538,0,0.0769230769,0,0,0.1538461538,0,0
A12151,0.1818181818,0.1363636364,0.1818181818,0.0909090909,0.1363636364,0,0.0454545455,0.0454545455,0.0909090909,0.0454545455,0.0454545455,0
A12152,0.1904761905,0.0952380952,0.1428571429,0.0952380952,0.0476190476,0.0952380952,0.0476190476,0.0952380952,0.0476190476,0.0952380952,0.0476190476,0
A12153,0.2105263158,0.1315789474,0.2368421053,0.052631579,0.1052631579,0.052631579,0.0263157895,0.052631579,0.0263157895,0,0.1052631579,0
A12154,0.16,0.08,0.2,0.04,0.12,0.08,0.16,0.08,0,0,0.08,0
A12155,0.3333333333,0.2222222222,0.1111111111,0,0.0555555556,0,0.0555555556,0.0555555556,0.0555555556,0,0.1111111111,0
A12156,0.2352941176,0.2352941176,0.1764705882,0.0588235294,0.0588235294,0,0.1764705882,0,0,0,0.0588235294,0
A12157,0.0909090909,0.2727272727,0.1818181818,0.0909090909,0.1818181818,0,0.0909090909,0,0,0,0.0909090909,0
A12158,0.1923076923,0.1538461538,0.0384615385,0.1538461538,0.1153846154,0.0769230769,0.1538461538,0.0769230769,0,0,0.0384615385,0
A12159,0.1739130435,0.1956521739,0.152173913,0.0217391304,0.1086956522,0.0869565217,0.1086956522,0.0434782609,0.0434782609,0.0217391304,0.0434782609,0
A12160,0.25,0.25,0.0833333333,0,0.0833333333,0.0833333333,0.0833333333,0.0833333333,0,0,0.0833333333,0
A12161,0.16,0.12,0.16,0.08,0,0,0.12,0.08,0.12,0,0.16,0
A12162,0.25,0.05,0.1,0.05,0.05,0.05,0.15,0.1,0.1,0,0.1,0
A12163,0.1379310345,0.1379310345,0.1379310345,0.0344827586,0.1379310345,0.1379310345,0.0344827586,0.0344827586,0.0689655172,0.0689655172,0.0689655172,0
A12164,0.1785714286,0.2142857143,0.1785714286,0.0714285714,0.0357142857,0.1071428571,0.0357142857,0,0.0357142857,0,0.1428571429,0
A12165,0.3888888889,0.0555555556,0,0.0555555556,0.0555555556,0.1111111111,0,0.0555555556,0.0555555556,0.1666666667,0.0555555556,0
A12166,0.0909090909,0.2727272727,0.1818181818,0.0909090909,0.0909090909,0.0909090909,0,0,0.0909090909,0.0909090909,0,0
A12167,0.0833333333,0.25,0.125,0.0833333333,0.0833333333,0.0833333333,0.0833333333,0.0416666667,0.0416666667,0,0.125,0
A12168,0.1515151515,0.2121212121,0.2121212121,0.0606060606,0.0606060606,0.0909090909,0.0606060606,0.0606060606,0,0.0303030303,0.0606060606,0
A12169,0.1212121212,0.1818181818,0.1212121212,0.1212121212,0.0909090909,0.0909090909,0.1515151515,0.0606060606,0,0,0.0606060606,0
A12170,0,0.1428571429,0.1428571429,0.1428571429,0.1428571429,0.1428571429,0.2857142857,0,0,0,0,0
A12171,0.1538461538,0.0769230769,0,0,0.2307692308,0.0769230769,0.0769230769,0,0.2307692308,0,0.1538461538,0
A12172,0.1923076923,0.1153846154,0.1923076923,0.1538461538,0.0384615385,0.0384615385,0.0769230769,0.0384615385,0.0769230769,0,0.0769230769,0
A12173,0.1,0.15,0.15,0,0.15,0.1,0.05,0.15,0.05,0.05,0.05,0
A12174,0.1666666667,0.1111111111,0.1944444444,0.0833333333,0.0833333333,0.0555555556,0.1388888889,0.0555555556,0.0555555556,0.0555555556,0,0
A12175,0.1363636364,0.0909090909,0.1363636364,0.0454545455,0.2272727273,0.0454545455,0.2272727273,0.0454545455,0,0.0454545455,0,0
A12176,0.1875,0.1875,0.125,0.125,0.125,0.125,0.0625,0,0,0.0625,0,0
A12177,0.2,0,0,0.2,0.2,0,0,0.2,0,0.2,0,0
A12178,0.3333333333,0.1851851852,0.0740740741,0,0.1481481481,0.0740740741,0,0.0740740741,0.037037037,0.037037037,0.037037037,0
A12179,0.4,0,0,0.2,0.2,0,0,0.2,0,0,0,0
A12180,0.3333333333,0.1111111111,0.0555555556,0.0555555556,0.1111111111,0.1111111111,0.0555555556,0.0555555556,0.1111111111,0,0,0
A12181,0.0555555556,0.2222222222,0.2777777778,0,0.1111111111,0,0.1666666667,0.0555555556,0.1111111111,0,0,0
A12182,0.3913043478,0.1304347826,0.0869565217,0.0434782609,0.0434782609,0.0869565217,0.0434782609,0.0434782609,0.0434782609,0.0869565217,0,0
A12183,0.2142857143,0.2142857143,0.1428571429,0.1428571429,0,0.0714285714,0.0714285714,0.0714285714,0,0.0714285714,0,0
A12184,0.085106383,0.1063829787,0.1063829787,0.1063829787,0.0638297872,0.1063829787,0.1063829787,0.1063829787,0.0638297872,0,0.1489361702,0
A12185,0.3333333333,0,0.1666666667,0,0.1666666667,0.1666666667,0.1666666667,0,0,0,0,0
A12186,0.2307692308,0.2307692308,0.2307692308,0,0.0769230769,0.0769230769,0.0769230769,0.0769230769,0,0,0,0
A12187,0.1071428571,0.2142857143,0.25,0.0357142857,0.1428571429,0.0714285714,0.0714285714,0.1071428571,0,0,0,0
A12188,0.25,0.125,0.25,0.125,0,0.125,0.125,0,0,0,0,0
A12189,0.2222222222,0.1111111111,0.0740740741,0.1111111111,0.0740740741,0.0740740741,0.1481481481,0,0,0.1111111111,0.0740740741,0
A12190,0.2121212121,0.1818181818,0.1818181818,0.0303030303,0.1818181818,0.0909090909,0.0909090909,0.0303030303,0,0,0,0
A12191,0.2127659574,0.2127659574,0.1276595745,0.0638297872,0.170212766,0.0425531915,0.0425531915,0.0425531915,0,0.085106383,0,0
A12192,0.1904761905,0.1428571429,0.1428571429,0.1428571429,0.0952380952,0.0952380952,0,0.0952380952,0,0.0952380952,0,0
A12193,0.2142857143,0.1428571429,0.0357142857,0.0357142857,0.1428571429,0.1071428571,0.0714285714,0.1785714286,0,0.0714285714,0,0
A12194,0.1568627451,0.1176470588,0.1764705882,0.0784313726,0.1176470588,0.0784313726,0.137254902,0.0588235294,0.0196078431,0.0392156863,0.0196078431,0
A12195,0.1764705882,0.1764705882,0.1176470588,0.1176470588,0.0588235294,0.1764705882,0.0882352941,0.0588235294,0,0,0.0294117647,0
V1,0.1818181818,0,0.1818181818,0.0909090909,0.0909090909,0.0909090909,0.0909090909,0,0,0.2727272727,0,0
V2,0.0952380952,0.1428571429,0.3333333333,0.0952380952,0.0952380952,0.0952380952,0.0476190476,0,0,0.0952380952,0,0
V3,0.0322580645,0.1612903226,0.1612903226,0.0967741936,0.1290322581,0.1612903226,0.0967741936,0.064516129,0.0322580645,0.064516129,0,0
V4,0.1111111111,0.2222222222,0.2222222222,0,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0,0,0,0
V5,0.125,0.125,0.125,0.1875,0.1875,0.0625,0.0625,0.0625,0.0625,0,0,0
V6,0.25,0.25,0.25,0,0,0,0.25,0,0,0,0,0
V7,0.1428571429,0.2857142857,0.1428571429,0.1428571429,0.1428571429,0,0,0,0,0,0.1428571429,0
V8,0.2,0.0666666667,0.1333333333,0.2,0.2,0.0666666667,0,0,0,0,0.1333333333,0
V9,0.2857142857,0.1428571429,0,0,0.2857142857,0,0.1428571429,0,0,0,0.1428571429,0
V10,0.3333333333,0.1666666667,0,0.1666666667,0,0,0,0,0.3333333333,0,0,0
V11,0.15625,0.15625,0.0625,0.0625,0.3125,0.0625,0,0.03125,0.09375,0,0.0625,0
V12,0.0833333333,0.1666666667,0.125,0.0833333333,0.125,0,0.0416666667,0.0416666667,0.0833333333,0,0.25,0
V13,0.0952380952,0.0952380952,0.1428571429,0.0476190476,0.1904761905,0,0.1904761905,0,0.0952380952,0,0.1428571429,0
V14,0.3333333333,0.1904761905,0.0952380952,0.0952380952,0.0952380952,0.0476190476,0.0476190476,0.0476190476,0,0.0476190476,0,0
V15,0.1034482759,0.2068965517,0.1034482759,0.0689655172,0.1724137931,0.1379310345,0.0344827586,0,0.0689655172,0.1034482759,0,0
V16,0.1578947368,0.1228070175,0.1578947368,0.0701754386,0.1754385965,0.1403508772,0.0701754386,0.0350877193,0.0175438597,0.052631579,0,0
V17,0.25,0.0833333333,0.3333333333,0.0833333333,0,0.1666666667,0.0833333333,0,0,0,0,0
V18,0.1666666667,0.1111111111,0,0.0555555556,0.1666666667,0,0.1666666667,0.0555555556,0.0555555556,0.1111111111,0.1111111111,0
V19,0.3333333333,0.1111111111,0,0,0.2222222222,0,0.1111111111,0.1111111111,0,0.1111111111,0,0
V20,0.25,0.1153846154,0.1538461538,0.0769230769,0.1346153846,0.0576923077,0.0961538462,0.0576923077,0.0192307692,0.0384615385,0,0
V21,0.2857142857,0.1428571429,0.1428571429,0.0714285714,0.0714285714,0.1428571429,0,0.1428571429,0,0,0,0
V22,0.3157894737,0.1052631579,0.1052631579,0.052631579,0.1578947368,0.052631579,0.1052631579,0,0,0,0.1052631579,0
V23,0.2,0.0666666667,0.1333333333,0.0666666667,0.1333333333,0.2,0.0666666667,0.0666666667,0.0666666667,0,0,0
V24,0.1785714286,0.1428571429,0.1428571429,0.1071428571,0.1071428571,0.1071428571,0,0.0357142857,0.0714285714,0.0357142857,0.0714285714,0
V25,0.2352941176,0.0882352941,0.1764705882,0.0882352941,0.0882352941,0.1176470588,0.0882352941,0.0294117647,0.0294117647,0.0588235294,0,0
V26,0.1555555556,0.1333333333,0.1555555556,0.0888888889,0.2,0.1555555556,0.0444444444,0.0444444444,0,0,0.0222222222,0
V27,0.1951219512,0.1463414634,0.1219512195,0.0975609756,0.0731707317,0.0731707317,0.0487804878,0.0487804878,0.0975609756,0.0243902439,0.0731707317,0
V28,0.1333333333,0.2,0.1333333333,0.0666666667,0.0666666667,0.2,0.0666666667,0,0.0666666667,0.0666666667,0,0
V29,0.1538461538,0.0769230769,0.2307692308,0,0.0769230769,0.0769230769,0.0769230769,0.0769230769,0.0769230769,0.1538461538,0,0
V30,0.2692307692,0.0384615385,0.1153846154,0.0769230769,0.1153846154,0.1538461538,0.0384615385,0.0769230769,0.0384615385,0.0769230769,0,0
V31,0.1052631579,0.1052631579,0.1052631579,0.1052631579,0.1578947368,0.052631579,0,0.2631578947,0,0.1052631579,0,0
V32,0.3333333333,0.1333333333,0.1333333333,0.1333333333,0,0,0.0666666667,0.0666666667,0,0.1333333333,0,0
V33,0.3333333333,0,0,0,0,0,0.3333333333,0,0,0.3333333333,0,0
V34,0.2857142857,0.2857142857,0.1428571429,0,0.1428571429,0,0.1428571429,0,0,0,0,0
V35,0.2941176471,0.1176470588,0.1176470588,0.0588235294,0.0588235294,0.0882352941,0.0294117647,0.1176470588,0.0294117647,0.0882352941,0,0
V36,0.0869565217,0.3043478261,0.1304347826,0,0.1739130435,0.0434782609,0.0434782609,0.0869565217,0.0434782609,0.0434782609,0.0434782609,0
V37,0.2727272727,0.1272727273,0.1454545455,0.1090909091,0.0909090909,0.0545454546,0.1090909091,0.0545454546,0,0.0363636364,0,0
V38,0.2666666667,0.0666666667,0.0666666667,0.0666666667,0.1333333333,0.1333333333,0.0666666667,0,0.0666666667,0.1333333333,0,0
V39,0.3333333333,0.1666666667,0.0833333333,0.0833333333,0.0833333333,0.0833333333,0.0833333333,0.0833333333,0,0,0,0
V40,0.1,0.2,0.2,0.1,0.2,0,0,0.1,0.1,0,0,0
